date,Safemoon V2 crypto,Aurora crypto,Storj crypto,REI Network crypto,Venus crypto,isPartial,Flamingo crypto,OpenANX crypto,Cream crypto,Adventure Gold crypto,COTI crypto,isPartial,COMBO crypto,LeverFi crypto,Symbol crypto,BitForex Token crypto,DAD Chain crypto,isPartial,Hifi Finance crypto,Crust Network crypto,Gitcoin crypto,CyberConnect crypto,SafePal crypto,isPartial,Baby Doge Coin crypto,Ampleforth Governance Token crypto,Linear crypto,Prometeus crypto,Tellor crypto,isPartial,Alchemix crypto,Radicle crypto,Groestlcoin crypto,Flux crypto,SKALE crypto,isPartial,Origin protocol crypto,Kaspa crypto,Stox crypto,Coin98 crypto,Komodo crypto,isPartial,Chromia crypto,Red Pulse Phoenix Binance crypto,Highstreet crypto,Dusk Network crypto,Synthetix Network crypto,isPartial,BakeryToken crypto,Astar crypto,XANA crypto,Midnight crypto,Machine Xchange Coin crypto,isPartial,Echelon Prime crypto,ASD crypto,Seedify.fund crypto,Dent crypto,Automata Network crypto,isPartial
2023-09-03 12:00:00,0,0,0,0,0,False,15,0,0,0,23,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,7,0,0,0,False,0,0,0,0,0,False,0,0,23,0,0,False,0,22,0,0,0,False,0,0,0,0,0,False
2023-09-03 13:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,16,False,0,0,0,6,0,False,0,0,0,24,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-03 14:00:00,0,0,0,0,0,False,9,0,17,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,4,6,6,0,False,0,0,0,12,0,False,0,3,0,0,0,False,0,0,0,0,0,False,0,8,6,0,0,False,24,0,0,0,0,False
2023-09-03 15:00:00,0,16,0,0,0,False,0,0,0,21,0,False,0,0,7,0,0,False,0,0,0,0,0,False,0,0,0,11,0,False,5,0,0,0,0,False,0,0,0,3,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-03 16:00:00,0,0,0,0,0,False,0,0,0,0,0,False,10,0,0,0,0,False,0,0,0,0,0,False,7,0,9,3,0,False,0,0,0,5,0,False,0,5,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-03 17:00:00,0,7,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,5,0,0,False,16,0,0,0,0,False,0,0,0,0,0,False,0,0,0,5,3,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-03 18:00:00,0,0,0,0,0,False,0,0,0,0,9,False,6,0,0,0,0,False,0,0,0,8,0,False,0,0,5,0,0,False,0,3,0,4,0,False,0,0,0,3,0,False,0,0,10,0,0,False,0,7,0,0,0,False,0,0,0,0,0,False
2023-09-03 19:00:00,0,21,0,0,0,False,0,0,0,0,0,False,0,0,7,0,0,False,0,0,0,0,0,False,3,0,0,0,0,False,0,0,0,5,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,19,0,0,0,0,False
2023-09-03 20:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,11,0,6,False,4,0,0,5,0,False,0,0,0,0,0,False,0,0,9,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-03 21:00:00,0,15,9,0,0,False,0,0,0,25,14,False,7,0,5,0,0,False,0,0,0,0,0,False,3,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,22,0,False
2023-09-03 22:00:00,0,15,0,0,14,False,0,0,0,0,0,False,0,0,8,0,0,False,0,0,0,0,0,False,0,7,0,5,14,False,0,8,0,0,4,False,0,6,0,0,0,False,4,0,0,0,0,False,0,0,0,4,0,False,18,0,0,0,0,False
2023-09-03 23:00:00,0,0,0,0,0,False,0,0,0,0,0,False,5,0,0,0,0,False,0,0,0,7,8,False,0,0,4,0,0,False,0,0,0,0,0,False,3,4,0,0,5,False,0,0,0,0,0,False,0,0,0,16,0,False,0,0,0,0,0,False
2023-09-04 00:00:00,0,0,10,0,0,False,0,0,0,10,0,False,7,0,7,0,0,False,0,0,0,0,7,False,0,0,0,4,0,False,0,0,0,0,0,False,3,2,0,0,0,False,0,0,10,0,0,False,0,0,0,0,0,False,8,0,0,0,0,False
2023-09-04 01:00:00,0,0,0,0,0,False,0,0,9,8,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,4,0,0,0,False,0,9,0,0,8,False,2,5,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-04 02:00:00,0,14,0,0,0,False,19,0,14,0,0,False,0,0,6,0,0,False,0,0,0,0,0,False,0,0,6,0,0,False,0,0,0,0,0,False,0,3,0,0,0,False,11,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-04 03:00:00,24,0,0,0,0,False,0,0,0,0,0,False,8,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,3,4,0,0,5,False,0,0,12,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-04 04:00:00,0,0,0,0,0,False,12,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,7,0,False,0,0,0,0,0,False,0,6,0,0,0,False,0,0,0,0,0,False,0,0,0,11,0,False,0,0,0,42,0,False
2023-09-04 05:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,20,False,0,0,0,9,0,False,0,0,0,9,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-04 06:00:00,22,0,0,0,0,False,0,0,20,0,0,False,0,0,0,0,0,False,0,0,42,0,0,False,0,0,0,0,0,False,0,46,0,0,0,False,0,12,0,0,0,False,0,0,86,0,0,False,0,20,0,31,0,False,0,0,0,0,0,False
2023-09-04 07:00:00,0,0,0,0,0,False,70,0,30,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,22,0,False,0,0,0,0,0,False,0,0,20,0,0,False,0,0,0,0,0,False,0,0,0,67,0,False
2023-09-04 08:00:00,0,0,37,0,0,False,0,0,0,0,0,False,26,0,0,0,0,False,0,0,0,25,0,False,0,18,23,0,0,False,24,0,0,44,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-04 09:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,19,0,25,False,0,44,0,0,0,False,0,0,0,33,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-04 10:00:00,0,0,0,0,67,False,0,0,66,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,23,0,0,0,26,False,16,0,0,0,16,False,0,13,0,11,0,False,0,0,0,0,0,False,0,0,0,0,0,False,62,0,0,0,0,False
2023-09-04 11:00:00,0,0,0,0,0,False,0,0,0,0,29,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,24,0,0,False,0,0,0,0,0,False,12,7,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-04 12:00:00,24,0,0,0,0,False,17,0,0,0,36,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,9,False,0,0,0,0,0,False,0,0,0,0,0,False,23,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-04 13:00:00,0,0,32,0,13,False,12,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,11,0,False,0,5,0,0,0,False,0,0,8,0,0,False,0,7,0,11,0,False,11,0,0,0,0,False
2023-09-04 14:00:00,0,29,0,0,0,False,11,0,0,0,0,False,0,0,0,0,0,False,0,0,0,6,0,False,0,0,0,0,0,False,0,0,0,6,0,False,0,0,0,0,0,False,0,0,11,0,0,False,0,14,0,0,0,False,0,0,0,0,0,False
2023-09-04 15:00:00,9,0,0,0,7,False,0,0,12,0,0,False,0,0,0,0,0,False,0,0,0,0,5,False,0,0,5,0,0,False,4,0,0,6,0,False,0,5,0,4,0,False,0,0,0,0,0,False,0,0,0,8,0,False,8,0,0,9,0,False
2023-09-04 16:00:00,36,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,26,0,10,False,3,0,0,0,3,False,0,0,0,0,0,False,0,0,0,0,3,False,0,0,6,0,0,False,0,0,0,11,0,False,0,0,0,16,0,False
2023-09-04 17:00:00,0,0,0,0,0,False,0,0,16,0,0,False,0,0,0,0,0,False,0,0,6,7,0,False,0,0,0,0,7,False,5,9,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,4,0,0,0,False,0,0,0,0,0,False
2023-09-04 18:00:00,0,0,0,0,0,False,0,0,0,20,0,False,19,0,15,0,0,False,0,0,0,0,0,False,0,4,0,0,0,False,0,0,0,0,0,False,0,0,0,0,8,False,4,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-04 19:00:00,8,12,0,0,0,False,15,0,0,0,0,False,0,0,0,0,0,False,0,0,7,0,0,False,4,0,5,0,0,False,5,0,0,4,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,11,0,0,0,False,0,0,0,0,0,False
2023-09-04 20:00:00,0,0,0,0,7,False,0,0,0,0,12,False,9,0,5,0,0,False,0,0,0,0,8,False,6,0,0,4,0,False,0,0,0,0,0,False,0,3,0,0,0,False,0,0,0,0,0,False,0,11,0,0,0,False,0,0,0,14,0,False
2023-09-04 21:00:00,9,0,0,0,13,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,4,0,0,False,0,0,10,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,10,0,0,0,0,False,0,0,0,6,0,False,7,0,0,0,0,False
2023-09-04 22:00:00,8,0,0,0,0,False,0,0,0,0,16,False,0,0,0,0,0,False,0,0,0,0,0,False,0,13,0,4,0,False,0,0,0,0,0,False,0,0,0,0,0,False,4,0,0,0,0,False,0,6,0,0,0,False,0,0,0,0,0,False
2023-09-04 23:00:00,0,0,13,0,0,False,8,0,0,8,24,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,9,0,4,0,0,False,0,0,0,5,0,False,17,0,0,0,0,False
2023-09-05 00:00:00,10,0,0,0,0,False,0,0,7,9,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,11,False,0,0,0,0,3,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-05 01:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,3,0,0,0,False,0,3,0,0,0,False,0,3,0,0,0,False,0,0,15,0,0,False,0,0,0,0,0,False,22,0,0,0,0,False
2023-09-05 02:00:00,0,0,0,0,0,False,0,0,0,0,0,False,7,0,7,0,0,False,0,0,0,15,0,False,0,0,0,0,7,False,0,17,0,6,5,False,0,0,0,0,0,False,0,0,5,0,0,False,0,0,0,0,0,False,10,0,0,0,0,False
2023-09-05 03:00:00,0,0,12,0,12,False,0,0,0,0,10,False,11,0,14,0,0,False,0,0,0,0,0,False,7,0,0,0,0,False,0,0,0,0,9,False,0,7,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-05 04:00:00,0,0,0,0,41,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,19,0,False,0,0,0,0,0,False,0,0,0,27,0,False,0,0,0,0,9,False,10,0,0,0,0,False,0,0,12,0,0,False,0,0,0,0,0,False
2023-09-05 05:00:00,0,0,0,0,40,False,0,0,50,0,18,False,0,0,0,0,0,False,0,0,0,0,23,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,28,0,0,0,0,False,0,0,0,41,0,False,0,0,0,39,0,False
2023-09-05 06:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,30,0,0,False,34,15,0,38,0,False,0,0,0,0,0,False,0,27,0,10,0,False,33,0,18,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-05 07:00:00,0,0,92,0,0,False,0,0,58,0,0,False,0,0,35,0,0,False,0,0,0,0,0,False,0,0,100,19,0,False,0,0,0,0,0,False,0,100,0,0,0,False,0,0,82,0,0,False,0,0,52,48,0,False,0,0,0,0,0,False
2023-09-05 08:00:00,64,0,0,0,0,False,37,0,0,0,54,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,38,False,0,0,0,0,0,False,17,0,0,32,0,False,0,0,46,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-05 09:00:00,0,0,0,0,47,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,33,False,0,0,0,0,21,False,0,0,0,0,0,False,31,0,0,0,0,False,0,0,0,0,0,False,0,0,47,81,0,False,0,0,0,53,0,False
2023-09-05 10:00:00,25,0,0,0,0,False,0,0,0,36,0,False,0,0,0,0,0,False,0,0,32,0,0,False,0,0,0,0,0,False,0,17,0,0,0,False,0,13,0,0,23,False,19,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-05 11:00:00,0,0,0,0,0,False,0,0,17,0,47,False,0,0,0,0,0,False,0,0,11,0,0,False,0,0,0,0,10,False,0,0,0,11,0,False,0,0,0,0,11,False,0,0,0,0,0,False,0,13,0,0,0,False,0,0,0,0,0,False
2023-09-05 12:00:00,17,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,8,8,False,0,0,0,0,0,False,0,0,0,0,0,False,6,7,0,4,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,9,0,False
2023-09-05 13:00:00,0,12,0,0,0,False,0,0,0,0,0,False,0,0,6,0,0,False,0,0,0,20,0,False,0,0,0,0,0,False,0,0,0,0,9,False,0,3,0,0,3,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-05 14:00:00,0,0,0,0,6,False,0,0,10,14,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,4,0,9,0,False,0,0,0,0,3,False,0,0,5,0,0,False,0,0,11,0,0,False,0,0,0,0,0,False
2023-09-05 15:00:00,0,0,0,0,9,False,6,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,3,0,0,0,0,False,14,0,0,0,3,False,0,3,0,0,2,False,0,0,0,0,0,False,0,5,0,0,0,False,0,0,0,12,0,False
2023-09-05 16:00:00,0,0,0,0,0,False,0,0,0,8,0,False,0,0,4,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,3,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,7,0,0,15,0,False
2023-09-05 17:00:00,0,0,0,0,0,False,13,0,0,0,6,False,3,0,0,0,0,False,0,0,0,4,0,False,0,0,0,0,0,False,0,0,0,7,0,False,5,0,0,0,2,False,0,0,0,0,0,False,0,0,7,0,0,False,0,0,0,0,0,False
2023-09-05 18:00:00,0,0,0,0,0,False,12,0,0,0,4,False,0,0,4,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,3,3,False,0,0,0,3,0,False,0,0,0,0,0,False,0,0,8,0,0,False,0,0,0,16,0,False
2023-09-05 19:00:00,0,0,20,0,16,False,0,0,9,0,0,False,0,0,0,0,0,False,0,0,7,0,0,False,4,3,0,0,3,False,0,0,0,0,0,False,0,5,0,8,0,False,0,0,10,0,0,False,0,5,12,0,0,False,0,0,0,0,0,False
2023-09-05 20:00:00,0,6,8,0,13,False,0,0,0,9,0,False,0,0,4,0,0,False,0,0,12,0,5,False,11,0,0,0,0,False,4,0,0,0,0,False,0,0,0,6,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-05 21:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,5,0,4,0,False,0,0,0,0,0,False
2023-09-05 22:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,5,0,0,False,0,0,19,0,0,False,0,0,0,4,3,False,0,0,0,0,3,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,9,0,False
2023-09-05 23:00:00,11,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,12,0,0,5,False,0,0,0,0,0,False,0,0,4,4,0,False,0,0,0,10,0,False
2023-09-06 00:00:00,0,0,0,0,0,False,0,0,0,6,0,False,0,0,4,0,0,False,0,0,0,11,0,False,11,0,0,0,13,False,3,5,0,0,3,False,9,0,0,0,0,False,0,0,0,0,0,False,0,6,0,14,0,False,0,0,0,0,0,False
2023-09-06 01:00:00,13,0,0,0,6,False,0,0,0,0,0,False,16,0,5,0,0,False,0,0,0,0,0,False,0,5,0,0,0,False,0,0,0,0,0,False,0,0,0,3,0,False,0,0,0,0,0,False,0,0,0,7,0,False,0,0,0,0,0,False
2023-09-06 02:00:00,0,13,0,0,0,False,0,0,6,0,0,False,10,0,11,0,0,False,0,0,0,6,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,4,0,0,5,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-06 03:00:00,0,12,0,0,0,False,0,0,35,8,0,False,6,0,0,0,0,False,0,0,0,0,13,False,0,0,0,4,0,False,0,0,0,0,0,False,3,6,0,0,0,False,0,0,0,0,0,False,0,0,15,0,0,False,0,0,0,0,0,False
2023-09-06 04:00:00,0,0,0,0,22,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,11,7,0,0,False,0,0,0,0,0,False,5,0,0,0,7,False,0,0,0,0,0,False,0,0,0,0,0,False,16,0,0,0,0,False
2023-09-06 05:00:00,0,0,0,0,0,False,48,0,0,0,0,False,0,0,0,0,0,False,0,0,0,18,44,False,0,0,0,0,0,False,0,0,0,0,0,False,13,0,0,0,0,False,0,0,0,0,0,False,0,0,0,10,0,False,24,0,0,0,0,False
2023-09-06 06:00:00,0,100,0,0,0,False,0,0,24,0,0,False,0,0,0,0,0,False,0,0,0,40,0,False,0,0,0,0,26,False,49,16,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,25,0,0,False,0,0,0,0,0,False
2023-09-06 07:00:00,0,0,0,0,0,False,52,0,0,0,0,False,0,0,0,0,0,False,0,0,0,47,0,False,0,0,0,0,0,False,0,0,0,100,0,False,14,17,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,57,0,False
2023-09-06 08:00:00,0,0,79,0,0,False,0,0,0,0,0,False,36,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,22,False,0,34,0,0,0,False,0,0,0,0,0,False,0,0,100,0,0,False,0,100,0,0,0,False,87,0,0,0,0,False
2023-09-06 09:00:00,70,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,16,26,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-06 10:00:00,32,34,0,0,65,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,16,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,16,0,False,0,0,0,0,0,False,0,0,21,0,0,False,0,0,0,0,0,False
2023-09-06 11:00:00,0,0,54,0,0,False,29,0,0,20,13,False,0,0,0,0,0,False,0,0,0,13,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,19,0,0,False,0,0,44,0,0,False,14,0,0,0,0,False
2023-09-06 12:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,11,0,0,False,0,0,10,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,9,0,False,0,0,0,0,0,False
2023-09-06 13:00:00,0,0,0,0,0,False,0,0,12,18,0,False,0,0,7,0,0,False,0,0,0,9,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,8,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,8,0,False
2023-09-06 14:00:00,0,0,0,0,0,False,10,0,17,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,4,0,0,0,False,0,0,0,10,6,False,3,3,0,0,4,False,0,0,9,0,0,False,0,5,0,0,0,False,0,0,0,0,0,False
2023-09-06 15:00:00,8,0,0,0,8,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,5,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,5,0,0,0,False,0,0,0,0,0,False
2023-09-06 16:00:00,10,0,0,0,0,False,0,0,0,0,7,False,0,0,5,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,2,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-06 17:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,4,0,0,False,0,0,0,0,0,False,0,0,3,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,4,0,False,10,0,0,0,0,False
2023-09-06 18:00:00,0,8,5,0,0,False,0,0,0,0,0,False,0,0,5,0,0,False,0,0,0,0,3,False,0,0,0,0,0,False,0,0,0,0,0,False,0,8,0,0,0,False,0,0,0,0,0,False,0,0,3,0,0,False,0,0,0,0,0,False
2023-09-06 19:00:00,0,0,0,0,0,False,0,0,0,0,0,False,0,0,6,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,3,False,0,3,0,5,0,False,0,0,0,0,0,False,0,0,9,0,0,False,6,0,0,0,0,False
2023-09-06 20:00:00,0,8,0,0,0,False,0,0,0,7,0,False,7,0,0,0,0,False,0,0,0,0,7,False,0,3,0,0,0,False,10,0,0,0,0,False,0,0,0,2,0,False,0,0,0,0,0,False,0,0,0,4,0,False,0,0,0,0,0,False
2023-09-06 21:00:00,0,0,0,0,0,False,0,0,6,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,3,0,False,0,3,0,0,4,False,0,0,0,0,0,False,0,0,5,9,0,False,0,0,0,0,0,False
2023-09-06 22:00:00,0,0,0,0,9,False,0,0,0,0,12,False,0,0,6,0,0,False,0,0,0,0,0,False,4,0,0,0,0,False,0,0,0,0,0,False,0,2,0,0,6,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-09-06 23:00:00,0,0,0,0,0,False,0,0,0,9,8,False,5,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,6,False,0,7,0,0,0,False,0,0,0,0,0,False,0,0,4,0,0,False,0,0,0,0,0,False
2023-09-07 00:00:00,0,0,0,0,0,False,6,0,0,0,8,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,5,0,False,0,0,0,9,0,False,0,7,0,0,3,False,4,0,0,0,0,False,0,4,0,6,0,False,0,0,0,0,0,False
2023-09-07 01:00:00,0,0,0,0,12,False,0,0,0,0,22,False,10,0,5,0,0,False,0,0,7,0,0,False,4,5,0,6,0,False,0,0,0,11,0,False,0,7,0,0,2,False,0,0,0,0,0,False,0,0,0,4,0,False,0,0,0,0,0,False
2023-09-07 02:00:00,0,26,0,0,0,False,0,0,0,0,16,False,0,0,0,0,0,False,0,0,0,8,0,False,0,0,0,6,0,False,0,0,0,14,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
